SMILES,134_KAC,134_KAH,140_KAC,140_KAD,148_KAG,154_KAN,156_KAE,168_KAK,178_KAA,182_KAD,192_KAO,200_KAR,204_KAM,210_KAF,212_KAL,216_KAA,216_KAN,220_KAH,222_KAV,22_KAI,22_KAJ,260_KAF,268_KAL,284_KAJ,286_KAM,290_KBA,296_KAW,304_KAQ,310_KAQ,314_KAF,322_KAK,340_KAH,342_KAI,34_KAS,56_KAS,58_KAF,72_KAI,80_KAD,8_KAI,92_KAM,104_KAF
Cc1ccnc2c1nc(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1,-7.1,-5.8,-5.0,-6.9,-8.6,-4.5,-7.6,-6.7,-6.7,-7.9,-9.2,-4.9,-5.7,-9.1,-6.8,-7.2,-7.6,-6.6,-7.5,-7.7,-8.0,-7.5,-8.2,-6.4,-7.1,-7.9,-8.6,-8.0,-7.9,-5.2,-6.5,-6.7,-6.5,-6.5,-7.5,-7.9,-7.6,-6.4,-7.4,-4.6,-7.1
CC(=O)C1=C(O)C(=O)N(c2ccc(O)cc2)C1c1cccc(F)c1,-5.7,-9.1,-7.6,-5.8,-7.4,-6.5,-6.3,-5.9,-6.9,-7.7,-7.7,-6.4,-5.0,-8.0,-6.1,-6.4,-7.1,-5.7,-6.2,-6.6,-6.8,-6.9,-7.2,-5.6,-6.4,-7.7,-8.5,-7.0,-6.0,-8.4,-6.1,-6.1,-6.6,-5.4,-7.0,-7.1,-6.5,-6.2,-6.5,-6.8,-6.6
CCCCOC(=O)c1ccc(NC(=O)C(=O)NCCN(C)C)cc1,-5.8,-6.6,-6.1,-5.7,-6.7,-4.9,-5.5,-5.2,-6.0,-6.0,-6.7,-6.5,-4.5,-6.4,-5.1,-7.9,-5.7,-5.1,-5.2,-6.1,-5.3,-5.5,-5.3,-4.8,-4.8,-5.8,-6.1,-5.6,-6.5,-6.5,-4.9,-5.4,-5.6,-5.8,-5.4,-5.9,-5.4,-4.9,-6.2,-5.1,-5.7
CCCCN(C)CCCNC(=O)C1CCN(S(=O)(=O)CC)CC1,-5.0,-5.9,-4.8,-5.1,-6.1,-5.4,-5.2,-4.7,-5.6,-5.5,-6.0,-5.8,-3.9,-5.8,-4.9,-7.4,-5.3,-5.2,-5.0,-5.4,-5.0,-5.1,-5.5,-4.3,-4.5,-5.6,-6.1,-5.2,-5.8,-5.2,-4.1,-4.7,-5.2,-5.8,-5.4,-5.8,-5.1,-4.4,-5.4,-4.9,-8.8
CN(C)C(=O)CCc1ccc2c3c([nH]c2c1)C1(C)C(C(=O)N2CCOCC2)CC(CC(=O)NC(C)(C)C)C(=O)N1CC3,-8.2,-7.3,-6.8,-6.9,-9.0,-5.8,-6.8,-7.9,-7.0,-8.8,-10.3,-6.2,-5.6,-8.9,-7.1,-8.3,-8.1,-6.9,-7.9,-8.3,-7.8,-8.2,-8.9,-7.4,-7.9,-8.4,-9.4,-8.2,-7.7,-6.7,-7.2,-7.2,-6.4,-7.1,-8.5,-8.3,-8.2,-7.0,-6.9,-6.4,-7.4
O=C1c2ccccc2C(=O)N1CCCOc1ccc(Cl)c(Cl)c1,-6.5,-7.1,-6.5,-6.5,-7.1,-6.2,-6.1,-5.0,-5.5,-6.7,-7.7,-6.4,-4.4,-7.8,-6.7,-7.8,-6.7,-4.8,-5.5,-6.8,-6.9,-5.6,-7.0,-5.1,-4.9,-6.2,-6.6,-6.0,-7.0,-6.6,-4.7,-5.5,-5.8,-6.7,-6.1,-6.4,-6.5,-5.0,-5.5,-6.1,-6.6
CC1Cc2c(C=O)ccc(O)c2C(=O)O1,-5.5,-8.4,-6.9,-4.8,-6.4,-6.9,-5.6,-5.0,-5.7,-6.0,-6.5,-7.1,-4.2,-5.9,-5.1,-8.0,-5.4,-5.1,-5.4,-5.8,-5.5,-5.3,-5.3,-4.6,-4.8,-5.8,-6.0,-5.8,-6.1,-7.4,-4.6,-4.8,-5.1,-6.3,-5.5,-5.9,-5.6,-4.7,-5.2,-7.0,-7.2
O=S(=O)(Cc1cccc(Cl)c1)N1CCC(Cc2ccccc2)CC1,-6.9,-7.5,-7.1,-6.1,-7.2,-6.6,-7.1,-5.5,-7.2,-7.4,-8.8,-7.4,-5.2,-9.0,-6.6,-9.1,-6.9,-5.6,-6.5,-6.8,-7.2,-6.9,-7.1,-5.7,-6.5,-7.2,-8.5,-6.9,-7.0,-7.2,-6.0,-6.8,-5.9,-7.6,-7.1,-6.7,-6.6,-5.7,-6.9,-6.4,-7.4
COc1cccc(C2=CC(c3ccc(OC)c(OC)c3OC)n3ncnc3N2)c1,-6.8,-7.2,-5.9,-6.1,-7.8,-6.1,-6.2,-6.1,-6.0,-7.0,-8.6,-5.7,-5.5,-7.6,-6.4,-5.7,-7.0,-5.9,-6.5,-7.1,-7.2,-6.7,-7.0,-6.2,-6.3,-7.3,-8.1,-6.9,-7.6,-6.5,-5.9,-6.2,-5.5,-5.0,-6.7,-6.7,-6.8,-6.1,-6.8,-6.2,-8.5
CC1(C)CC2C(=O)c3ccccc3NC2c2ccccc21,-7.0,-8.7,-7.5,-7.1,-8.9,-6.3,-6.8,-6.5,-7.5,-8.1,-10.1,-6.8,-6.2,-9.5,-7.5,-6.4,-7.4,-6.9,-7.5,-7.7,-8.4,-7.3,-8.3,-6.5,-6.6,-8.0,-8.9,-7.6,-8.1,-7.0,-6.6,-7.3,-6.6,-5.9,-7.6,-7.4,-8.1,-6.3,-7.1,-6.5,-8.7
CC(Nc1nccc(N2C(=O)OC(C)C2(C)C)n1)c1ccccc1,-6.6,-5.6,-5.0,-6.7,-8.1,-4.5,-6.3,-6.8,-7.0,-7.6,-9.1,-5.6,-5.7,-8.2,-7.1,-7.6,-7.6,-6.2,-7.5,-7.3,-7.3,-7.8,-7.3,-6.3,-6.6,-7.7,-8.4,-7.1,-7.5,-5.2,-6.6,-6.8,-6.5,-6.6,-7.2,-7.0,-7.6,-6.1,-7.5,-4.5,-7.1
OC1(Cc2ccc(F)cc2)c2ccccc2C2=NCCN21,-6.4,-7.1,-5.5,-6.0,-8.2,-6.1,-7.3,-5.7,-7.2,-7.4,-8.1,-6.1,-5.4,-8.3,-6.7,-8.4,-6.0,-6.0,-6.6,-6.4,-7.3,-6.6,-6.7,-5.6,-5.9,-7.6,-8.0,-7.5,-6.8,-6.0,-5.9,-6.4,-6.2,-6.7,-7.0,-6.8,-6.7,-5.6,-6.3,-5.3,-7.9
O=C(CSc1nc2ccccc2nc1N1CCOCC1)N1CCN(c2ccccc2)CC1,-8.2,-7.9,-6.4,-6.5,-8.9,-7.0,-6.7,-6.9,-7.5,-8.6,-8.8,-6.7,-5.5,-9.6,-7.5,-6.8,-8.4,-7.1,-7.8,-8.1,-8.3,-7.7,-7.9,-6.7,-7.3,-8.4,-9.7,-7.4,-8.5,-7.0,-7.3,-7.2,-7.2,-6.0,-7.6,-7.9,-8.1,-7.3,-7.8,-6.4,-5.3
CCN(CC)CCSc1nc(O)c(C(C)C)c(O)n1,-5.0,-7.5,-7.2,-4.9,-5.8,-6.6,-5.2,-5.0,-5.0,-5.6,-6.0,-6.5,-4.2,-5.7,-4.9,-8.5,-5.1,-4.7,-4.9,-5.1,-5.4,-4.6,-4.9,-4.5,-4.1,-5.4,-5.7,-5.0,-5.9,-7.5,-4.6,-4.7,-5.0,-7.3,-4.9,-5.4,-4.9,-4.6,-5.3,-6.5,-6.6
COc1c(O)ccc2c(=O)c3c(O)cc(O)c(OC)c3n(C)c12,-6.3,-6.9,-5.5,-5.6,-7.2,-6.1,-5.9,-5.8,-6.4,-7.4,-7.5,-5.7,-5.3,-6.9,-6.3,-7.7,-5.9,-5.5,-6.0,-7.2,-6.6,-6.0,-6.2,-5.7,-5.6,-7.3,-6.5,-6.8,-5.8,-5.9,-5.2,-6.0,-5.1,-6.0,-6.9,-6.9,-6.6,-5.8,-6.0,-5.8,-7.8
O=C(Nc1ccc(Cl)cc1)C1=C(O)C(c2ccccc2)OC1=O,-6.8,-8.2,-7.0,-6.6,-7.9,-7.0,-6.9,-6.8,-6.7,-7.1,-8.8,-7.4,-5.8,-7.7,-6.3,-7.4,-7.4,-6.7,-6.4,-7.1,-7.7,-6.9,-7.3,-5.9,-6.3,-7.2,-8.3,-7.1,-8.1,-7.4,-6.3,-6.8,-6.9,-5.6,-6.8,-7.3,-7.0,-6.1,-6.9,-7.0,-8.6
CCC1C(=O)NCCN1C(=O)c1ccc2nc(Cc3ccc(OC)cc3)oc2c1,-7.4,-7.2,-6.6,-6.7,-8.0,-6.3,-7.4,-6.5,-7.5,-8.6,-9.2,-5.4,-5.7,-8.3,-6.8,-10.2,-7.6,-6.3,-6.7,-8.4,-7.4,-7.2,-7.3,-6.8,-7.6,-7.6,-8.6,-7.4,-8.0,-6.5,-6.7,-7.5,-7.1,-6.6,-7.2,-7.4,-7.4,-6.4,-7.6,-6.4,-6.2
Cc1c2n(c3c(C)c(Cl)ccc13)C(C)NCC2,-5.9,-6.8,-5.8,-5.6,-7.8,-5.5,-6.2,-5.8,-6.4,-6.8,-8.1,-6.1,-5.1,-7.2,-6.2,-8.7,-6.0,-5.5,-6.1,-6.8,-6.6,-6.1,-6.3,-5.3,-5.4,-7.2,-7.0,-6.6,-5.7,-6.2,-5.2,-5.9,-5.1,-7.0,-6.6,-6.6,-6.7,-5.3,-5.9,-5.9,-8.1
Cc1cccc(OCC(=O)Nc2cccc(NC(=O)COc3cccc(C)c3)n2)c1,-7.8,-8.1,-7.5,-7.7,-8.3,-6.9,-7.6,-7.4,-7.3,-7.8,-9.4,-7.5,-6.3,-8.9,-7.5,-7.5,-8.4,-7.6,-7.5,-8.3,-8.1,-7.6,-7.2,-6.0,-7.1,-7.9,-9.1,-7.8,-8.1,-8.4,-7.2,-7.3,-7.1,-6.5,-7.7,-8.0,-7.3,-7.1,-7.9,-6.8,-7.5
CC(C)C1N=C(c2ccccc2)c2ccccc2N(C)C1=O,-6.4,-8.4,-6.7,-6.5,-8.0,-6.9,-7.1,-6.0,-6.4,-7.8,-8.4,-7.1,-5.5,-8.1,-7.1,-6.0,-6.6,-5.9,-7.4,-7.1,-6.9,-7.1,-7.9,-5.8,-6.1,-8.0,-8.7,-7.1,-6.5,-7.3,-6.0,-6.5,-5.9,-5.1,-7.0,-6.9,-7.4,-6.2,-6.4,-6.7,-7.1
CCOc1ccc(OCC)c(NC(=O)c2cc3ccccn3n2)c1,-6.2,-6.7,-6.0,-5.6,-7.1,-5.6,-5.8,-5.7,-5.8,-6.8,-7.7,-5.8,-4.6,-7.7,-5.7,-7.4,-6.5,-5.7,-6.0,-6.7,-6.3,-6.0,-6.3,-5.5,-5.4,-6.7,-7.5,-6.4,-7.3,-6.7,-5.5,-5.9,-5.7,-5.9,-6.4,-6.2,-6.2,-5.7,-6.9,-5.7,-9.2
O=C(CCN1CCN(Cc2ccccc2)CC1)Nc1ccc2c(c1)C(=O)c1cc(NC(=O)CCN3CCN(Cc4ccccc4)CC3)ccc1-2,-8.2,-5.7,-5.0,-6.2,-9.0,-4.8,-7.2,-8.6,-6.7,-9.5,-10.1,-5.9,-7.0,-9.2,-7.7,-6.1,-7.9,-7.2,-7.6,-8.6,-7.6,-8.5,-8.5,-6.9,-7.7,-7.9,-9.4,-8.1,-7.8,-5.4,-7.5,-7.5,-6.8,-5.1,-7.8,-8.6,-9.1,-6.1,-7.4,-4.7,-8.3
CCOC(=O)c1cc(NC(=O)c2ccc(C)cc2)c(=O)n2c1oc1ccc(Cl)cc12,-6.9,-6.9,-5.9,-6.9,-8.8,-6.0,-7.3,-6.5,-6.8,-8.6,-9.2,-6.7,-5.9,-9.1,-6.5,-7.4,-7.8,-6.5,-7.5,-7.8,-8.1,-7.6,-8.0,-6.7,-7.1,-8.3,-9.1,-7.7,-8.4,-6.2,-7.0,-7.3,-6.5,-6.1,-7.3,-7.9,-8.0,-6.8,-8.1,-6.0,-6.8
Cc1csc(N2CCCN(CCC(=O)NC(N)=O)CC2)n1,-6.4,-5.5,-4.6,-6.4,-7.0,-4.7,-6.7,-6.4,-5.8,-6.9,-7.3,-5.0,-5.1,-7.0,-6.6,-8.4,-6.8,-6.0,-6.5,-6.3,-6.6,-6.1,-6.4,-5.5,-5.7,-6.5,-7.1,-7.5,-7.6,-5.1,-5.5,-6.1,-6.1,-7.1,-6.6,-6.5,-6.2,-6.1,-6.6,-5.0,-5.6
CC(C)N1CCC(Nc2ccn(CCC#N)n2)C1=O,-5.3,-7.2,-6.3,-5.0,-6.2,-6.6,-5.3,-4.8,-5.0,-5.8,-6.6,-6.5,-4.2,-5.9,-5.0,-6.9,-5.3,-5.1,-5.0,-5.4,-5.4,-5.3,-5.3,-4.9,-4.6,-5.7,-6.1,-5.2,-5.9,-6.8,-4.5,-5.1,-5.4,-5.6,-5.2,-5.5,-5.1,-4.8,-5.5,-5.8,-7.4
Cc1ccc2[nH]c(Cc3ccc(Br)cc3)nc2c1,-7.0,-8.6,-6.8,-6.3,-7.7,-6.5,-6.5,-6.0,-6.2,-6.8,-8.3,-6.9,-5.0,-7.7,-6.5,-7.8,-6.6,-6.1,-6.4,-6.9,-6.5,-6.4,-6.7,-5.4,-6.0,-7.0,-7.6,-6.4,-7.0,-7.1,-5.5,-5.9,-6.5,-6.8,-6.2,-6.7,-6.3,-5.7,-7.2,-6.6,-5.3
COC1OC(C)C(=NO)C2OC(C)(C)OC12,-4.8,-6.5,-5.6,-4.6,-6.2,-5.0,-5.2,-5.3,-5.4,-6.4,-6.4,-4.7,-4.2,-5.7,-4.7,-8.4,-5.2,-4.8,-4.9,-5.7,-5.6,-5.1,-5.4,-4.6,-4.5,-5.7,-6.1,-5.6,-6.2,-5.8,-4.5,-4.7,-4.9,-7.0,-5.9,-5.2,-5.2,-4.5,-5.2,-5.8,-7.4
O=C(NCCc1cccnc1)c1nc2c(s1)CCCN2C(=O)C1CC1,-6.8,-7.7,-7.4,-6.6,-7.3,-6.4,-6.9,-6.8,-7.4,-7.3,-8.2,-6.9,-5.5,-7.8,-6.7,-6.3,-7.1,-6.4,-6.3,-7.5,-6.8,-6.8,-6.5,-6.0,-6.1,-7.0,-8.2,-6.9,-7.6,-7.0,-5.9,-6.3,-6.3,-5.8,-6.8,-6.7,-6.4,-6.2,-6.9,-6.3,-7.9
O=C(Nc1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12)C(=O)NC1CC1,-7.1,-8.0,-6.8,-6.7,-9.4,-7.0,-6.4,-6.9,-7.0,-8.7,-9.1,-6.9,-6.0,-8.9,-7.3,-6.4,-7.7,-7.1,-7.4,-7.7,-8.0,-7.7,-8.2,-7.5,-7.2,-8.2,-9.5,-7.6,-7.2,-7.3,-7.0,-7.0,-7.3,-5.6,-7.8,-7.7,-7.9,-7.9,-8.5,-6.5,-7.1
CCCN1CC(CSC)CC2c3ccccc3CCC21,-5.8,-6.1,-5.8,-5.9,-7.2,-6.0,-6.0,-5.6,-6.3,-6.7,-7.4,-6.7,-5.1,-6.9,-5.7,-7.4,-6.2,-5.3,-6.2,-6.0,-6.2,-5.9,-6.4,-5.0,-5.4,-6.5,-7.7,-6.2,-6.2,-5.3,-5.3,-5.7,-5.2,-5.8,-6.3,-5.8,-6.1,-5.1,-5.7,-5.4,-7.6
CCCN(CCCc1ccc(F)cc1)CC(O)C(C)NC(=O)Nc1cccc(-c2nnnn2C)c1,-7.6,-6.7,-6.2,-6.7,-8.1,-5.4,-6.4,-6.5,-6.9,-7.3,-8.6,-6.0,-5.9,-8.4,-7.0,-7.3,-7.4,-6.4,-7.1,-7.6,-7.0,-7.0,-7.0,-5.9,-6.1,-7.5,-8.2,-6.8,-7.2,-6.0,-6.1,-6.9,-6.2,-5.8,-6.9,-7.3,-7.1,-6.5,-8.0,-5.4,-8.2
Nc1nc2[nH]c(SCc3ccccc3C(F)(F)F)nc2c(=O)[nH]1,-7.3,-7.8,-6.3,-7.2,-9.0,-6.4,-6.9,-7.1,-6.7,-7.9,-8.5,-5.8,-6.1,-8.4,-6.8,-6.4,-7.7,-6.7,-7.0,-8.0,-7.4,-7.2,-7.2,-6.6,-6.7,-7.5,-8.3,-7.7,-8.0,-6.4,-6.7,-6.5,-6.6,-5.2,-8.3,-7.6,-7.6,-6.6,-7.2,-6.2,-6.8
COC(=O)c1cc2cc(O)ccc2cc1O,-6.0,-7.2,-6.6,-6.0,-7.0,-6.1,-5.8,-5.2,-5.8,-6.5,-7.1,-6.8,-6.0,-6.8,-5.7,-6.8,-6.1,-5.1,-5.3,-6.4,-6.1,-5.5,-5.8,-4.7,-5.0,-6.0,-6.8,-6.0,-6.2,-6.8,-4.7,-5.1,-5.9,-5.2,-6.1,-5.8,-5.5,-5.0,-5.7,-5.3,-6.9
Cc1nccc(N2CC(NC(=O)CNS(C)(=O)=O)C(C3CC3)C2)n1,-6.2,-6.7,-5.5,-6.1,-7.1,-5.6,-5.9,-5.8,-5.5,-6.7,-6.8,-6.3,-5.0,-7.1,-6.3,-7.5,-5.9,-6.2,-6.2,-6.2,-6.5,-5.8,-6.2,-5.3,-5.4,-6.6,-7.1,-6.1,-7.3,-5.8,-5.4,-5.9,-5.6,-6.2,-6.5,-6.4,-6.2,-5.7,-6.1,-5.3,-7.3
CC(=O)Nc1ccccc1NC1CC(C)N(c2ccccc2)N1C(C)=O,-6.7,-6.3,-5.4,-6.4,-7.9,-5.2,-6.7,-6.4,-6.5,-8.1,-7.4,-6.5,-5.1,-8.0,-6.8,-5.9,-6.9,-6.0,-7.0,-7.3,-7.9,-6.8,-7.3,-6.1,-5.9,-7.7,-8.8,-6.6,-7.6,-5.6,-6.1,-7.0,-6.2,-4.7,-7.4,-7.0,-7.3,-6.2,-7.0,-5.2,-7.3
O=C(Nc1ccc(Cl)cc1C(=O)NCCN1CCOCC1)c1ccco1,-6.3,-7.5,-6.3,-6.4,-7.3,-5.5,-6.7,-5.7,-7.0,-6.9,-7.7,-6.7,-4.9,-7.6,-5.6,-6.6,-6.7,-5.4,-6.6,-7.1,-7.1,-6.5,-6.8,-5.9,-5.5,-7.0,-8.0,-6.8,-8.1,-5.9,-6.0,-6.4,-5.9,-5.4,-6.7,-6.6,-6.5,-5.9,-7.1,-6.1,-6.2
N#Cc1c(NC(=O)c2cccnc2)sc2c1CCC2,-5.4,-5.9,-5.3,-5.4,-7.0,-5.3,-5.7,-5.6,-5.5,-6.0,-7.1,-5.5,-4.7,-6.8,-6.1,-8.0,-5.7,-5.3,-5.7,-6.4,-5.9,-5.6,-5.8,-5.2,-5.1,-6.2,-7.2,-6.1,-6.4,-5.1,-5.2,-5.7,-5.9,-5.9,-6.0,-6.1,-5.9,-5.0,-5.9,-4.7,-6.5
CCC(=O)c1cc2c(cc1NC(=O)C(C)C)OCCO2,-5.7,-6.4,-6.0,-5.4,-6.6,-5.7,-5.6,-5.4,-6.0,-6.6,-7.6,-6.3,-4.7,-6.4,-5.9,-7.0,-5.5,-5.8,-5.7,-6.0,-6.0,-5.7,-5.7,-4.9,-5.2,-6.6,-7.0,-6.0,-6.4,-5.7,-5.1,-5.3,-5.1,-5.7,-6.2,-5.9,-6.0,-4.9,-6.6,-5.4,-6.8
CC1CN1c1cc2c(c3c1ccn3C)C1CCC2C1,-6.4,-7.6,-6.2,-6.3,-7.7,-6.5,-6.2,-5.5,-6.6,-6.9,-8.2,-5.3,-5.4,-7.9,-6.6,-7.1,-6.2,-5.5,-6.4,-6.9,-6.6,-6.3,-6.5,-5.3,-5.7,-7.1,-7.9,-6.6,-6.0,-7.1,-5.6,-6.2,-5.6,-5.9,-7.0,-6.9,-6.7,-5.6,-6.3,-6.6,-6.1
Oc1c(Br)cc(Br)cc1CNn1cnnc1,-5.5,-6.7,-5.9,-5.2,-6.1,-5.6,-5.8,-5.3,-5.6,-5.7,-6.3,-6.5,-4.3,-6.0,-5.0,-8.3,-5.5,-5.1,-5.3,-6.0,-5.5,-5.3,-5.3,-4.5,-4.5,-5.6,-5.9,-5.3,-6.4,-6.3,-5.1,-5.1,-5.4,-6.2,-5.7,-5.6,-5.2,-5.5,-5.5,-6.1,-6.8
O=S(=O)(Cc1ccccc1)NN=Cc1cccc[n+]1[O-],-6.0,-6.5,-5.5,-6.1,-7.1,-5.3,-6.3,-5.4,-6.0,-6.6,-7.4,-6.8,-4.7,-6.9,-6.1,-9.5,-6.3,-5.2,-6.0,-6.3,-6.4,-6.1,-6.2,-4.9,-5.4,-6.7,-7.1,-5.8,-6.8,-5.9,-5.2,-5.8,-5.9,-6.7,-6.4,-5.9,-5.8,-4.9,-5.8,-5.5,-7.3
CC(=O)OC1C2C3CC4C5=[N+](C)c6ccccc6C51CC2[N+]4([O-])C(C)C3C(=O)[O-],-6.1,-7.5,-7.5,-6.3,-8.7,-6.2,-6.3,-6.8,-6.4,-8.1,-8.7,-6.7,-6.1,-7.9,-6.4,-9.7,-6.7,-6.1,-6.5,-6.6,-7.5,-7.0,-7.7,-6.8,-6.7,-7.6,-8.8,-7.4,-6.4,-7.9,-6.5,-6.4,-6.1,-6.5,-7.9,-7.3,-7.5,-6.7,-7.3,-6.8,-7.1
CN(C)c1nccc(N(C)Cc2nc3ccccc3n2C)n1,-6.2,-8.4,-7.1,-5.7,-6.9,-7.1,-6.5,-6.1,-6.0,-6.8,-7.6,-6.2,-4.9,-7.6,-6.8,-5.8,-6.5,-5.3,-6.0,-6.3,-6.9,-6.4,-6.9,-5.7,-5.8,-6.7,-7.5,-6.5,-6.9,-8.3,-5.5,-5.9,-6.1,-5.1,-7.0,-6.7,-6.5,-5.6,-6.2,-6.2,-6.3
O=C1CCCCC(=O)Nc2ccccc2N1,-5.4,-8.6,-7.5,-5.4,-6.8,-6.5,-6.3,-6.0,-6.8,-6.8,-7.5,-5.5,-4.8,-6.9,-6.4,-6.7,-5.8,-5.5,-5.8,-6.4,-7.0,-5.9,-6.3,-5.3,-5.4,-7.0,-7.1,-6.3,-7.3,-8.1,-5.5,-5.8,-6.0,-5.3,-6.6,-6.1,-6.2,-5.3,-5.7,-7.4,-8.3
CC1(c2ccc(F)cc2)NC(=O)N(CC(O)CN2CCN(c3ccccc3Cl)CC2)C1=O,-7.9,-5.7,-5.4,-6.5,-8.5,-5.3,-6.3,-6.5,-7.2,-8.2,-9.2,-6.0,-5.4,-9.7,-7.0,-8.6,-7.9,-5.9,-7.0,-7.3,-8.0,-6.8,-7.4,-6.5,-7.1,-7.8,-8.9,-6.9,-8.0,-5.3,-6.5,-7.2,-6.2,-7.3,-7.6,-7.6,-7.2,-6.1,-7.2,-4.9,-7.8
CC(=O)NCC1OC(=O)N2c3ccc(-c4ccc(C5CN(C)C(=O)O5)nc4)cc3SCC12,-7.0,-6.9,-5.7,-6.3,-8.1,-6.2,-7.9,-7.6,-6.4,-8.1,-9.5,-6.4,-5.5,-8.8,-7.0,-7.7,-7.6,-6.6,-7.3,-7.5,-7.9,-7.2,-7.5,-7.1,-7.2,-8.1,-9.1,-7.8,-7.9,-5.3,-6.6,-7.7,-7.2,-6.3,-8.0,-7.8,-8.0,-6.1,-7.5,-6.1,-7.7
O=C1C2CCC(C2)C12CC1(c3ccccc3)C(=O)c3ccccc3N1O2,-6.8,-8.3,-7.8,-7.5,-8.8,-7.0,-7.7,-7.0,-7.0,-8.6,-10.0,-6.5,-6.6,-10.1,-7.0,-8.7,-8.1,-7.2,-7.2,-6.9,-8.2,-7.8,-9.0,-6.9,-7.9,-8.1,-9.5,-7.7,-7.2,-7.5,-6.8,-6.9,-6.8,-7.3,-8.1,-8.2,-7.7,-6.9,-7.7,-6.9,-6.0
CC(=NNC(N)=S)c1ccc(F)cc1,-5.7,-8.3,-6.9,-5.4,-6.0,-6.2,-5.6,-5.2,-6.1,-5.8,-6.3,-6.2,-5.2,-5.9,-4.8,-7.2,-5.5,-4.8,-5.6,-5.8,-5.4,-5.2,-5.5,-4.4,-4.9,-5.7,-5.8,-5.9,-6.1,-6.9,-5.0,-4.9,-5.2,-5.6,-5.6,-5.9,-5.2,-4.7,-5.8,-7.1,-6.6
CCCCC(=O)OC(Cn1ccnc1)c1ccc2ccccc2c1,-6.1,-8.2,-7.8,-6.0,-7.3,-6.9,-6.3,-5.3,-6.3,-6.5,-7.6,-7.6,-4.7,-7.8,-5.3,-7.6,-5.5,-5.1,-5.8,-6.5,-5.7,-6.3,-6.7,-4.9,-5.9,-7.0,-7.7,-6.2,-6.8,-7.7,-5.5,-6.0,-5.6,-7.4,-6.4,-6.1,-6.7,-5.4,-5.5,-7.3,-8.9
Cc1c(NC(=O)NCCN2CCOCC2)cn2ncc(C#N)c(Nc3ccc(Oc4ccccc4F)cc3)c12,-8.5,-7.1,-6.1,-7.4,-8.7,-5.9,-6.6,-7.4,-7.2,-8.5,-9.4,-6.0,-5.6,-8.9,-7.2,-10.1,-8.7,-6.3,-7.8,-8.3,-7.9,-7.4,-7.7,-7.3,-7.4,-8.0,-9.1,-8.3,-8.3,-6.6,-6.8,-7.4,-6.2,-4.8,-7.5,-8.2,-7.8,-6.8,-8.0,-6.0,-8.2
Cc1cccc(C2=NN(c3ccccc3)C(CO)C2c2ccc(F)cc2)c1,-7.0,-8.5,-7.6,-6.7,-8.4,-7.2,-7.1,-6.8,-7.0,-7.5,-8.5,-7.4,-5.9,-9.4,-6.7,-8.9,-7.8,-5.9,-7.5,-6.8,-8.1,-8.1,-8.3,-6.6,-6.8,-8.6,-9.1,-7.4,-7.4,-7.5,-6.7,-6.8,-7.0,-6.7,-7.4,-7.2,-7.3,-7.3,-7.0,-7.5,-8.8
NCc1cccc(-c2cccc(CNC3CCN(Cc4ccccc4)CC3)c2)c1,-8.1,-7.6,-6.4,-7.8,-8.5,-6.3,-7.4,-7.5,-7.7,-8.1,-9.7,-6.1,-6.9,-9.1,-7.3,-6.2,-8.3,-7.2,-7.6,-8.4,-7.8,-7.9,-8.4,-6.6,-7.1,-8.0,-9.9,-8.0,-8.1,-6.5,-7.3,-7.6,-6.9,-5.7,-7.9,-8.4,-7.9,-7.1,-8.3,-7.1,-6.9
CN(CC#N)CC1CCC(N2CN(C3CC3)C(=O)c3c[nH]c4nccc-4c32)CC1,-6.4,-5.1,-4.6,-6.1,-8.0,-4.6,-6.7,-6.4,-6.4,-7.3,-7.5,-5.2,-5.1,-7.8,-5.7,-8.0,-6.5,-5.7,-6.2,-6.5,-6.9,-6.4,-7.0,-6.2,-6.0,-7.4,-7.4,-7.1,-6.3,-4.5,-5.6,-6.1,-5.9,-7.0,-6.7,-6.6,-7.2,-6.0,-6.9,-4.7,-8.7
O=C(Nc1[nH]nc2cc(-c3ccc4ncccc4c3)ccc12)C1CC1,-8.0,-7.0,-6.2,-7.5,-8.5,-5.8,-7.7,-7.6,-7.5,-8.3,-9.6,-5.9,-5.5,-9.3,-7.6,-7.2,-7.6,-7.0,-7.5,-8.8,-7.8,-7.6,-7.7,-6.8,-7.1,-8.4,-9.3,-8.0,-8.6,-6.1,-7.4,-7.4,-7.9,-6.6,-7.4,-8.0,-7.9,-7.3,-8.5,-5.8,-6.9
CC1=CC2c3cccc4c3c(cn4C(C)C)CC2N(C)C1,-6.3,-7.2,-5.6,-5.7,-8.0,-5.8,-6.9,-5.8,-6.6,-7.1,-8.4,-7.5,-5.3,-8.1,-6.6,-8.7,-6.8,-5.7,-6.8,-7.2,-6.9,-6.4,-7.3,-5.8,-6.4,-8.0,-8.3,-7.5,-7.0,-6.6,-5.7,-7.0,-5.5,-7.0,-6.9,-6.9,-6.9,-5.9,-6.6,-5.9,-5.3
